,time,1,2,3,4,5,6,7,8,sampling_rate,pkg
0,0.010007858276367188,-1649.1943,-1376.0742,1638.7207,-145.01953,162.74414,33.032227,811.3037,-978.0762,0.001,0.0
1,0.05646324157714844,1264.0869,0.80566406,-1439.7217,294.06738,182.08008,-182.88574,1566.2109,-1583.1299,35.0,1.0
2,0.06010842323303223,1624.2188,1528.3447,-1649.1943,402.02637,-130.51758,-62.841797,790.35645,-219.94629,49.0,2.0
3,0.06406092643737793,-631.6406,531.7383,997.4121,-181.27441,-211.08398,181.27441,-1643.5547,1649.1943,62.0,3.0
4,0.06705284118652344,-1649.1943,-1127.124,1587.9639,-402.02637,76.538086,173.21777,-606.66504,129.71191,74.0,4.0
5,0.07104182243347168,583.3008,-779.07715,-572.0215,111.987305,217.5293,-143.4082,1399.4385,-1445.3613,84.0,5.0
6,0.07506799697875977,1542.041,812.1094,-1649.1943,439.0869,19.335938,-186.91406,1637.915,-1642.749,93.0,6.0
7,0.07902312278747559,-1650.0,1350.293,-126.48926,87.81738,-211.08398,99.09668,-1095.7031,1258.4473,101.0,7.0
8,0.08500432968139648,-1539.624,-462.45117,1452.6123,-331.9336,-84.59473,203.02734,-1649.1943,1649.1943,105.0,8.0
9,0.0879967212677002,-1150.4883,-1368.0176,1645.166,-120.043945,186.91406,-5.6396484,1003.8574,-1127.124,113.0,9.0
10,0.09198665618896484,1330.957,149.04785,-1527.5391,321.45996,156.29883,-182.88574,1590.3809,-1602.4658,119.0,10.0
11,0.10399723052978516,1632.2754,1569.4336,-1649.1943,374.6338,-145.01953,-51.5625,374.6338,107.958984,115.0,11.0
12,0.10794377326965332,-836.2793,360.13184,1086.0352,-223.16895,-195.77637,180.46875,-1649.1943,1649.1943,120.0,12.0
13,0.11193490028381348,-1649.1943,-1214.9414,1598.4375,-362.54883,103.125,145.8252,-160.32715,-216.72363,125.0,13.0
14,0.11692094802856445,781.49414,-690.4541,-786.3281,145.01953,220.75195,-168.38379,1451.001,-1487.2559,128.0,14.0
15,0.12190818786621094,1566.2109,986.1328,-1649.1943,435.0586,-16.113281,-179.66309,1642.749,-1646.7773,131.0,15.0
16,0.12689447402954102,1053.0029,1155.3223,150.65918,37.060547,-218.33496,117.62695,-1243.1396,1376.8799,133.0,16.0
